gene	chromosome	start	end	CNV_value
TFAP2A	chr6	10393186	10419659	-0.00014473675024242463
TFAP2B	chr6	50818723	50847619	0.004187942225050373
TFE3	chrX	49028726	49043410	
TFEB	chr6	41683978	41736259	0.0006825393872440679
TFPI	chr2	187464230	187565760	0.0003384719219201136
TFPI2	chr7	93885396	93890753	0.01237720993829814
TFR2	chr7	100620416	100642779	0.0006075267652087388
TFRC	chr3	196027183	196082096	0.000273025900581927
TG	chr8	132866958	133134903	0.010706999873066765
TGFA	chr2	70447284	70554193	9.615995443661535e-05
TGFB1	chr19	41301587	41353922	4.6450438081048194e-05
TGFB1I1	chr16	31471585	31477960	0.0011365189923910432
TGFB2	chr1	218345336	218444619	0.012707105603331733
TGFB3	chr14	75958099	75982991	-0.08500630126655599
TGFBR1	chr9	99104038	99154192	-0.00010822378975490355
TGFBR2	chr3	30606601	30694142	-0.09406176749711218
TGFBR3	chr1	91680343	91906335	0.00046837332385327163
TGM1	chr14	24249114	24264432	-0.00380276823861075
TGM2	chr20	38127385	38166578	-0.00019598363105757823
TGM3	chr20	2296001	2341079	-0.0013010007569408417
TGM4	chr3	44874608	44914990	-0.051547819139238144
TGM6	chr20	2380901	2432753	-0.0013010007569408417
TH	chr11	2163929	2171877	0.0028128049948089157
THAP11	chr16	67842320	67844195	0.009100296179279464
THAP2	chr12	71664301	71680644	3.762811691452807e-05
THAP3	chr1	6624866	6635586	0.0037400227849095987
THBD	chr20	23045633	23049672	-0.00033093272859305436
THBS1	chr15	39581079	39599466	0.004043780019024639
THBS2	chr6	169215780	169254044	
THEM6	chr8	142727223	142736927	0.0024332502558325063
THEMIS	chr6	127708072	127918631	0.03271188110894906
THEMIS2	chr1	27872543	27886685	0.0014289949103799284
THPO	chr3	184371935	184381968	0.0008641157790360995
THRA	chr17	40058290	40093867	0.17382638367056255
THRB	chr3	24117153	24495756	-0.11101832035667686
THSD4	chr15	71096952	71783383	0.0005011003574818951
THSD4-AS1	chr15	71147650	71189064	0.0005011003574818951
THUMPD3	chr3	9362971	9386791	-0.15802454912626523
THY1	chr11	119417378	119424985	-0.006122775933771628
THYN1	chr11	134248279	134253370	-0.0010996818445793187
TIAM1	chr21	31118416	31559977	-0.0004919134136229591
TIAM2	chr6	154832697	155257723	0.00887087449816526
TICAM1	chr19	4815932	4831704	0.00042994040518997746
TICAM2	chr5	115578650	115602479	0.0011284047209025895
TICRR	chr15	89575469	89631056	-0.000611215282787413
TIE1	chr1	43300982	43323108	0.05196342837794612
TIGD5	chr8	143597831	143603224	0.0024332502558325063
TIGIT	chr3	114276913	114310288	-0.0004695229025423783
TIMD4	chr5	156919292	156963226	-0.0028293019144329146
TIMM23B	chr10	49942049	49974850	-0.00010822042522412568
TIMM29	chr19	10928811	10933535	0.02890830333847734
TIMM50	chr19	39480412	39493785	2.5862359169178974e-05
TIMP2	chr17	78852977	78925387	0.005546386178568871
TIMP4	chr3	12153068	12158912	-0.14557824934984856
TINAG	chr6	54307859	54390142	0.007837123110607812
TINAGL1	chr1	31576485	31587686	0.002703013181809804
TIPARP	chr3	156673235	156706770	0.00020313163958505227
TIRAP	chr11	126283065	126298845	-0.0025993242248592827
TJP1	chr15	29699367	29968865	0.004588924611061515
TJP2	chr9	69121264	69274615	-0.04108948254634385
TK1	chr17	78174091	78187233	0.003162425782313197
TKT	chr3	53224712	53256052	-0.03990214767310227
TKTL1	chrX	154295795	154330350	
TLE6	chr19	2977538	2995179	0.0003760747592308218
TLK1	chr2	170990823	171231314	2.7187785413258078e-05
TLK2	chr17	62458658	62615481	0.0006450976308161934
TLR1	chr4	38790677	38856817	-0.11258455425653785
TLR10	chr4	38772238	38782990	-0.11258455425653785
TLR2	chr4	153684070	153705702	-0.0010026307342515081
TLR3	chr4	186069152	186088069	-8.575323636440421e-05
TLR4	chr9	117704175	117724735	0.012185361668547109
TLR5	chr1	223109404	223143248	0.03443925606753613
TLR6	chr4	38823715	38856817	-0.11258455425653785
TLR7	chrX	12867072	12890361	
TLR8	chrX	12906620	12923169	
TLR9	chr3	52221080	52226163	-0.0392042182116494
TM4SF5	chr17	4771884	4783213	-0.09664423698070382
TM6SF2	chr19	19264364	19273391	0.00011517494160196627
TM9SF4	chr20	32109714	32167258	-0.0003080128710065813
TMA16	chr4	163494442	163520539	-0.0010026307342515081
TMBIM4	chr12	66135846	66170072	0.00011380248588039864
TMC5	chr16	19410496	19499113	0.0009617560218162
TMEFF2	chr2	191949043	192194933	0.000960426168522652
TMEM100	chr17	55719627	55732121	0.06138244893997961
TMEM106B	chr7	12211270	12243367	-0.00026868920080740685
TMEM109	chr11	60914158	60923443	0.0007399777444848059
TMEM119	chr12	108589851	108598320	-1.4710326879244473e-05
TMEM120B	chr12	121712752	121783001	0.0006123650542522869
TMEM123	chr11	102396332	102470384	-0.007125414384012746
TMEM126A	chr11	85647967	85656547	-0.00024814774910539056
TMEM130	chr7	98846488	98870771	0.0033934197286916647
TMEM14C	chr6	10722915	10731129	-0.00014473675024242463
TMEM164	chrX	110002631	110182734	
TMEM185A	chrX	149596556	149631912	
TMEM192	chr4	165070608	165208549	-0.0004724715012503752
TMEM200A	chr6	130365734	130443063	0.03271188110894906
TMEM201	chr1	9588911	9614877	0.0021068366157584563
TMEM209	chr7	130164713	130207770	3.6567375335077536e-05
TMEM237	chr2	201620184	201643570	0.016602107157850505
TMEM33	chr4	41935129	41960803	-0.10639008306385227
TMEM39A	chr3	119428949	119468830	-0.0004695229025423783
TMEM43	chr3	14124940	14143679	-0.12985314947077853
TMEM45A	chr3	100492619	100577444	-0.010707034398929586
TMEM45B	chr11	129815848	129860003	-0.0010996818445793187
TMEM97	chr17	28319200	28328685	-8.797099307625445e-05
TMEM98	chr17	32927910	32945106	0.010672313811506386
TMEM9B	chr11	8947202	8965011	0.0005403327151397394
TMIGD2	chr19	4292232	4302431	0.00042994040518997746
TMPO	chr12	98515512	98550379	2.6482969706054517e-05
TMPRSS11E	chr4	68447463	68497604	-0.09515876225538379
TMPRSS13	chr11	117900641	117929459	-0.007050972372759938
TMPRSS2	chr21	41464305	41531116	-0.0004919134136229591
TMPRSS6	chr22	37065436	37109713	-0.00046724729277857445
TMTC3	chr12	88142296	88199887	2.240002122937098e-05
TMTC4	chr13	100603927	100675093	-0.00463512448314386
TMUB2	chr17	44186970	44191929	0.01956760265630175
TMX1	chr14	51240162	51257655	-0.00889636089853597
TMX2	chr11	57712593	57740973	0.000636943795567946
TNC	chr9	115019575	115118257	0.0015528432279981355
TNF	chr6	31575565	31578336	3.978565542470945e-06
TNFAIP8	chr5	119268692	119399688	0.0011284047209025895
TNFRSF10A	chr8	23190452	23225102	-6.835300857451329e-05
TNFRSF10B	chr8	23020133	23069031	-6.835300857451329e-05
TNFRSF10C	chr8	23102590	23117437	-6.835300857451329e-05
TNFRSF10D	chr8	23135588	23164027	-6.835300857451329e-05
TNFRSF11A	chr18	62325287	62391288	-0.03381473962030213
TNFRSF11B	chr8	118923557	118951885	0.008026174640372587
TNFRSF12A	chr16	3018445	3022383	0.004755963562036013
TNFRSF13B	chr17	16929816	16972118	-0.00029845357458371027
TNFRSF13C	chr22	41922023	41926818	-0.0018171933487532788
TNFRSF14	chr1	2555639	2565382	0.005415208816122133
TNFRSF17	chr16	11965210	11968068	0.0013526902526049963
TNFRSF18	chr1	1203508	1206592	0.005415208816122133
TNFRSF1A	chr12	6328757	6342114	-0.05197670831832469
TNFRSF1B	chr1	12166991	12209228	0.000641076214575656
TNFRSF21	chr6	47231532	47309905	0.004187942225050373
TNFRSF6B	chr20	63696652	63698684	-2.9782016404695846e-05
TNFRSF8	chr1	12063303	12144207	0.000641076214575656
TNFRSF9	chr1	7915894	7943165	0.0021068366157584563
TNFSF10	chr3	172505508	172523475	0.0003967077982037563
TNFSF11	chr13	42562736	42608013	-0.014834279020482018
TNFSF12	chr17	7549058	7557890	-0.0831837900968406
TNFSF13	chr17	7558292	7561608	-0.050358427928358436
TNFSF13B	chr13	108251240	108308484	-0.0045872845668024
TNFSF14	chr19	6661253	6670588	0.0008890449453730467
TNFSF15	chr9	114784652	114806039	0.0015528432279981355
TNFSF18	chr1	173039960	173050963	-0.00844705524627609
TNFSF4	chr1	173183731	173207331	-0.00844705524627609
TNFSF8	chr9	114893343	114930595	0.0015528432279981355
TNFSF9	chr19	6531026	6535924	0.0008890449453730467
TNIP1	chr5	151029945	151093577	-0.0028293019144329146
TNK2	chr3	195863364	195911945	0.000273025900581927
TNKS	chr8	9555912	9782346	-0.00038707180952460594
TNMD	chrX	100584936	100599885	
TNNI3	chr19	55151767	55157773	-0.02127600088982327
TNNT2	chr1	201359008	201377764	4.5618617177241594e-05
TNPO3	chr7	128954180	129055173	6.73725576128317e-05
TNR	chr1	175315194	175743616	-0.0023899609050197826
TNS2	chr12	53046969	53064372	-7.851452747788239e-05
TNXB	chr6	32041153	32115334	5.351353544756713e-05
TOLLIP	chr11	1274371	1309654	0.0028128049948089157
TOM1L2	chr17	17843511	17972422	-0.00029845357458371027
TOMM34	chr20	44942130	44960397	-0.0001576837495814946
TOMM40	chr19	44890569	44903689	5.298845638138706e-05
TONSL	chr8	144428775	144444440	
TOP1	chr20	41028822	41124487	-0.0001926930305975184
TOP1MT	chr8	143304384	143359979	0.0024332502558325063
TOP2A	chr17	40388525	40417896	0.17382638367056255
TOP2B	chr3	25597905	25664907	-0.11101832035667686
TOP3B	chr22	21957025	21982816	0.005238773645112168
TOPBP1	chr3	133598175	133662380	-4.961949320535454e-05
TOR1A	chr9	129812942	129824244	0.05472078756268738
TOR3A	chr1	179082070	179098023	-0.0023899609050197826
TOX	chr8	58805412	59119147	5.9424233657386705e-05
TOX2	chr20	43914852	44069616	-0.0001926930305975184
TOX4	chr14	21476597	21499175	-0.007222248875806015
TP53	chr17	7661779	7687550	-0.050358427928358436
TP53BP1	chr15	43403061	43510728	0.002494240172503986
TP53BP2	chr1	223779893	223845954	0.03443925606753613
TP63	chr3	189631389	189897276	0.000763830438812138
TP73	chr1	3652516	3736201	0.0037400227849095987
TPBG	chr6	82363206	82370828	0.011931072450950287
TPCN1	chr12	113221050	113298585	0.00017329537330035345
TPH1	chr11	18017564	18042426	0.00039305162882094546
TPH2	chr12	71938845	72186618	3.762811691452807e-05
TPM1	chr15	63042632	63071915	0.0015568326008209817
TPMT	chr6	18128311	18155077	0.00013478833979989235
TPPP	chr5	659862	693352	0.008541772995529861
TPPP3	chr16	67389809	67393518	0.009100296179279464
TPTE	chr21	10521553	10606140	-0.0004919134136229591
TPX2	chr20	31739271	31801805	-0.0003080128710065813
TRAC	chr14	22547506	22552156	-0.007222248875806015
TRAF1	chr9	120902393	120929173	0.012185361668547109
TRAF2	chr9	136881912	136926607	0.14757171828843765
TRAF3	chr14	102777449	102911500	-0.05453383912870634
TRAF3IP2	chr6	111555381	111606906	0.026950898656687563
TRAF3IP3	chr1	209756032	209782320	0.00596049177159256
TRAF4	chr17	28744005	28750956	0.00038603625037614704
TRAF5	chr1	211326615	211374946	0.00596049177159256
TRAF6	chr11	36483769	36510272	0.000497399835179321
TRAFD1	chr12	112125538	112153604	2.481329132138371e-06
TRAP1	chr16	3651639	3717553	0.004755963562036013
TRDC	chr14	22462932	22465787	-0.007222248875806015
TREM1	chr6	41267926	41286682	0.0006825393872440679
TREM2	chr6	41158506	41163186	0.0006825393872440679
TREML2	chr6	41189749	41201149	0.0006825393872440679
TREX1	chr3	48465811	48467645	-0.038138960032055386
TREX2	chrX	153444720	153470587	
TRH	chr3	129974688	129977935	-4.6802366466423495e-05
TRHR	chr8	109086621	109119584	0.003194944585899933
TRIB1	chr8	125430358	125438403	0.008026174640372587
TRIB2	chr2	12716889	12742734	0.000914035748314104
TRIB3	chr20	362835	397559	-0.0014900675207223041
TRIM21	chr11	4384897	4393702	0.0011608171382036139
TRIM23	chr5	65589690	65625975	0.0006587734706454372
TRIM25	chr17	56836387	56914080	0.06138244893997961
TRIM27	chr6	28903002	28923988	0.00010059273239843745
TRIM28	chr19	58544064	58550722	
TRIM47	chr17	75874164	75878581	0.003162425782313197
TRIM5	chr11	5663195	5938619	0.0005403327151397394
TRIM55	chr8	66126896	66175485	-2.9077859236749906e-05
TRIM65	chr17	75880335	75896951	0.003162425782313197
TRIM66	chr11	8612037	8682694	0.0005403327151397394
TRIM67	chr1	231162112	231221556	0.07395991750218409
TRIP13	chr5	892884	919357	0.008541772995529861
TRMT1L	chr1	185118101	185157072	-0.0004366405930479371
TRMT2A	chr22	20111875	20117392	0.005238773645112168
TRO	chrX	54920462	54931431	
TRPA1	chr8	72019917	72075584	5.047327505746193e-06
TRPC1	chr3	142724034	142807888	3.1363944314348633e-06
TRPC3	chr4	121874481	121952060	-0.009430828969627918
TRPC4	chr13	37636636	37870425	-0.02203826786417181
TRPC5	chrX	111774315	112082776	
TRPC6	chr11	101451564	101872562	-0.007125414384012746
TRPC7	chr5	136213320	136365545	0.0013490207609171442
TRPM1	chr15	31001061	31161273	0.004588924611061515
TRPM2	chr21	44350163	44443081	-0.0004919134136229591
TRPM3	chr9	70529063	71446904	-0.04108948254634385
TRPM4	chr19	49157741	49211836	0.0005090292648720886
TRPM6	chr9	74722495	74888094	-0.012662156586271723
TRPM7	chr15	50552473	50686797	0.003396337514813386
TRPM8	chr2	233917373	234019522	0.00869518892229871
TRPS1	chr8	115408496	115809673	0.003194944585899933
TRPV1	chr17	3565444	3609411	-0.09339503926227377
TRPV4	chr12	109783085	109833401	2.481329132138371e-06
TRPV6	chr7	142871208	142885745	8.898160696866219e-05
TRRAP	chr7	98877933	99050831	0.0033934197286916647
TRUB1	chr10	114938195	114977676	-0.01633029471607391
TSBP1	chr6	32288526	32371912	5.351353544756713e-05
TSC1	chr9	132891348	132946874	0.08989715278363561
TSC2	chr16	2047967	2089491	0.0076711826891900075
TSC22D2	chr3	150408335	150466431	0.00010377308115007898
TSG101	chr11	18468336	18526951	0.00042123636307598975
TSHR	chr14	80954989	81146302	-0.0869916729804872
TSHZ1	chr18	75210755	75289950	-0.04047245549436178
TSHZ2	chr20	52972358	53495330	-0.00024289513238184648
TSLP	chr5	111070062	111078026	0.0011284047209025895
TSNAXIP1	chr16	67806765	67832148	0.009100296179279464
TSPAN10	chr17	81637171	81648749	0.009892477408176966
TSPAN12	chr7	120787320	120858402	0.00010812442394252517
TSPAN13	chr7	16753755	16784536	-0.00026868920080740685
TSPAN14	chr10	80454166	80533124	7.908439244892513e-05
TSPAN18	chr11	44726465	44932423	0.000497399835179321
TSPAN3	chr15	77041404	77083984	-9.404975875612471e-05
TSPAN31	chr12	57738013	57750219	0.0001584562263202007
TSPAN4	chr11	842812	867116	0.004814412165801134
TSPAN7	chrX	38561370	38688920	
TSPAN8	chr12	71125085	71441898	3.762811691452807e-05
TSPAN9	chr12	3077355	3286564	-0.029111438765546456
TSPO	chr22	43151547	43163242	-0.0018171933487532788
TSPOAP1	chr17	58301228	58328795	0.01803529299547653
TSPY1	chrY	9466955	9469749	
TSPYL5	chr8	97273488	97277928	0.000569577304024539
TSSC4	chr11	2400488	2403878	0.0011608171382036139
TSSK1B	chr5	113432553	113434989	0.0011284047209025895
TSSK3	chr1	32351521	32364312	0.007090505912763734
TTC12	chr11	113314529	113383544	-0.00712746846657141
TTC23	chr15	99136323	99251223	
TTC23L	chr5	34838833	34899456	0.002921602584131437
TTC4	chr1	54715861	54742657	0.011277118241627561
TTC9C	chr11	62728069	62740293	0.0010815157196392648
TTI1	chr20	37983007	38033461	-0.00019598363105757823
TTK	chr6	80003887	80042527	0.011931072450950287
TTPA	chr8	63048553	63086053	5.9424233657386705e-05
TUBA4A	chr2	219249710	219278170	0.05646305699567348
TUBB	chr6	30720352	30725426	3.6332272243724896e-05
TUBB2A	chr6	3153666	3157544	-2.7001233954606018e-05
TUBB2B	chr6	3224277	3231730	-2.7001233954606018e-05
TUBB3	chr16	89921392	89938761	
TUBB4A	chr19	6494319	6502848	0.0008890449453730467
TUBB6	chr18	12307669	12344320	-0.03381473962030213
TUBD1	chr17	59859479	59892945	0.01803529299547653
TUBG1	chr17	42609683	42615238	0.10463334982052944
TUFM	chr16	28842411	28846348	0.0007237163116299317
TUSC2	chr3	50320027	50328251	-0.0392042182116494
TWIST1	chr7	19020991	19117636	-0.0002791836801827818
TWIST2	chr2	238848032	238910534	
TWSG1	chr18	9334767	9402420	-0.029405424639585172
TXK	chr4	48066393	48134250	-0.10639008306385227
TXNDC16	chr14	52430596	52552522	-0.00889636089853597
TXNDC9	chr2	99318982	99340702	-5.285337936843565e-05
TXNRD1	chr12	104215779	104350307	2.4294260196879936e-05
TYK2	chr19	10350529	10380572	0.02192428639306544
TYMP	chr22	50525752	50530032	-0.0004463302749011595
TYMS	chr18	657653	673578	-0.029405424639585172
TYRO3	chr15	41557675	41583589	0.002494240172503986
U2AF1	chr21	43092956	43107587	-0.0004919134136229591
U2AF2	chr19	55654146	55674715	-0.02127600088982327
UBA1	chrX	47190861	47215128	
UBAP2	chr9	33921693	34048949	-0.08977454922074052
UBAP2L	chr1	154220179	154271510	0.0033458577655039426
UBASH3A	chr21	42403447	42447684	-0.0004919134136229591
UBASH3B	chr11	122655722	122814473	-0.00449460763659401
UBD	chr6	29555515	29559732	0.00010059273239843745
UBE2C	chr20	45812576	45816957	-0.0002644559529816326
UBE2D1	chr10	58334979	58370751	-0.00010822042522412568
UBE2D2	chr5	139526431	139628434	0.00034501102998870276
UBE2D3	chr4	102794383	102868896	-0.07936724775730437
UBE2I	chr16	1308880	1327018	0.0076711826891900075
UBE2L3	chr22	21549447	21624034	0.005238773645112168
UBE2T	chr1	202331657	202341980	0.00010796952266883792
UBE3A	chr15	25333728	25439051	0.004588924611061515
UBE4B	chr1	10032832	10181239	0.0021068366157584563
UBR3	chr2	169827454	170084131	2.7187785413258078e-05
UBR5	chr8	102252273	102412759	0.0010538214892235856
UBTF	chr17	44205033	44221626	0.01956760265630175
UCA1	chr19	15828206	15836328	0.008840247738418376
UCHL1	chr4	41256413	41268455	-0.10639008306385227
UCN	chr2	27307400	27308445	0.0006508387604871469
UCP2	chr11	73974672	73983246	9.71009611571417e-05
UEVLD	chr11	18529609	18588747	0.00042123636307598975
UFC1	chr1	161152776	161158856	-0.026093719491998346
UGDH	chr4	39498755	39528311	-0.11258455425653785
UGT1A1	chr2	233760270	233773300	0.00869518892229871
UGT1A4	chr2	233718778	233773299	0.00869518892229871
UGT1A9	chr2	233671898	233773300	0.00869518892229871
UGT2B17	chr4	68537184	68568527	-0.09515876225538379
UGT2B7	chr4	69051363	69112987	-0.09515876225538379
UHRF1	chr19	4903080	4962154	0.00042994040518997746
ULBP2	chr6	149942014	149949235	0.00887087449816526
ULK1	chr12	131894622	131923150	
ULK2	chr17	19770829	19867936	-8.797099307625445e-05
UMOD	chr16	20333052	20356301	0.0009617560218162
UMPS	chr3	124730433	124749273	-4.6802366466423495e-05
UNC119	chr17	28546708	28552631	0.00038603625037614704
UNC13A	chr19	17601328	17688365	0.001261485372987262
UNC45A	chr15	90930180	90954093	-0.0022121996890148905
UNC5A	chr5	176810519	176880898	-0.004553560483529834
UNG	chr12	109097574	109110992	-1.4710326879244473e-05
UPF1	chr19	18831938	18868236	0.00011517494160196627
UPK1A	chr19	35666516	35678483	8.397444375947614e-06
UPK2	chr11	118925164	118958559	-0.006122775933771628
UPK3A	chr22	45284949	45295874	-0.0018171933487532788
UPK3B	chr7	76510428	76516521	0.020501558681540456
UQCC1	chr20	35302566	35412031	-0.0002779070822181201
UQCC3	chr11	62670273	62673686	0.0010815157196392648
URB1	chr21	32311018	32393012	-0.0004919134136229591
URGCP	chr7	43875894	43926411	6.874616514815643e-05
USF1	chr1	161039251	161045977	-0.026093719491998346
USP10	chr16	84699978	84779922	0.019725674801881296
USP11	chrX	47232866	47248328	
USP27X	chrX	49879484	49882558	
USP29	chr19	57119138	57131926	-0.02127600088982327
USP32	chr17	60177327	60422470	0.0026461510323501957
USP38	chr4	143184917	143223874	-0.00494972532125631
USP5	chr12	6852128	6866632	-0.067834381043737
USP53	chr4	119212587	119295517	-0.02999896749594418
USP6	chr17	5116032	5175034	-0.09664423698070382
USP7	chr16	8892097	8975328	0.0024196002195725906
USP9Y	chrY	12537650	12860839	
UTP23	chr8	116766505	116849463	0.003194944585899933
UTRN	chr6	144285701	144853034	0.020430689065113222
UTS2	chr1	7843083	7853512	0.0037400227849095987
VAMP3	chr1	7771296	7781432	0.0037400227849095987
VAMP5	chr2	85584431	85593406	7.575779268146809e-05
VAPB	chr20	58389229	58451101	-0.00017165610921548544
